SONG,ARTIST,MF CODE,TRACK
In The Year 2525,Zager And Evans,SGB0049,15
In These Shoes,Kirsty Mccall,SFMW870,13
In This City,Iglu & Hartly,EKI28,2
In This Life,Collin Raye,SC8105,13
In This Life,Delta Goodrem,SFKK19,11
In This Little Town,Restless Heart,SC8306,7
In Times Like These,Barbara Mandrell,SC8401,5
In Too Deep,Belinda Carlisle,SC8389,12
In Too Deep,Genesis,SFMW827,10
In Too Deep,Sum 41,SFPL005,11
In Walked Love,Expose,SC8121,3
In Your Eyes,George Benson,SFMW820,1
In Your Eyes,Jeffrey Osborne,PS1273,14
In Your Eyes,Jeffrey Osborne (Vocal),PS1273,6
In Your Eyes,Kylie Minogue,ZPA053,10
In Your Eyes,Peter Gabriel,SC8611,13
In Your Face,Ty Herndon,SC8256,6
In Your Letter,Reo Speedwagon,SC8574,13
In Your Room,Bangles,SFMW893,4
In Your Room,Depeche Mode,SFGD037,12
Inbetweener,Sleeper,SFMW894,6
Incense And Peppermints,Strawberry Alarm Clock,DKK029,12
Incommunicado,Marillion,SFMW897,15
Incomplete,Backstreet Boys,SFKK04,3
Incomplete,Sisqo,SC8625,2
Inconsolable,Backstreet Boys,CBE09-25,12
Incredible,Shapeshifters,SF242,7
Independence Day,Martina Mcbride,SC8123,10
Independent Love Song,Scarlet,SC8263,7
Independent Woman,Destiny's Child,SPC015,5
Independent Woman,Destiny's Child (Vocal),PHM0012B,11
Independent Woman (Part 1),Destiny's Child,SC8649,9
Independent Women Part 1,Destiny's Child,SFPL020,2
Indestructible,Four Tops,CBE10-15,14
Indian In Laws,Cledus T Judd,TT037,8
Indian Lake,Cowsills,SC8620,4
Indian Love Call,Slim Whitman,SC8538,11
Indian Outlaw,Tim Mcgraw,TT037,7
Indian Outlaw,Tim Mcgraw (Vocal),PS1219,6
Indian Reservation,Raiders,DKK057,7
Indiana Wants Me,R Dean Taylor,SF104,15
Indigo Swing,Indigo Swing,US01,10
Infatuation,Rod Stewart,SC8722,5
Infected,The The,SFMW880,3
Informer,Snow,SC8656,4
Inhale,Stone Sour,SFMW843,5
Inka Dinka Do,Jimmy Durante,LEG109,9
Innamorata,Dean Martin,SFWS018,14
Inner City Blues,Marvin Gaye,DKK063,9
Inner City Blues (Make Me Wanna Hol,Marvin Gaye,SC8984,14
Innocent,Fuel,SC8694,10
Innocent,Taylor Swift,SFKK54,16
Innocent Bystander,Billy Dean,SC8498,9
Innocent Man,Billy Joel,SC8573,3
Innocent Man,Billy Joel (Vocal),PS1308,7
Innocent Man,Sherrie Austin,SC8474,3
Innuendo,Queen,ZPA051,3
Insane In The Brain,Cypress Hill,SC8612,2
Insania,Peter Andre,EZH035,2
Insatiable,Darren Hayes,PHM0205,3
Insatiable,Darren Hayes (Vocal),PHM0205,12
Insatiable,Nadine Coyle,SF297,13
Insatible,Darren Hayes,SF191,10
Insensitive,Jann Arden,SC8348,12
Inseparable,Natalie Cole,SC7547,2
Inseperable,Natalie Cole,LEG173,3
Inside,Patti Rothberg,SC8308,12
Inside,Ronnie Milsap,SC8529,11
Inside Of You,Hoobastank,THMR0608,15
Inside Of You,Hoobastank (Vocal),THMR0608,6
Inside Out,Bryan Adams,SFWS008,7
Inside Out,Eve 5,SC8473,6
Inside Out,Odyssey,SF107,6
Inside Out,Vonray,PHM0303,6
Inside Out,Vonray (Vocal),PHM0303,15
Inside The Fire,Disturbed,SC9021,11
Inside Your Heaven (Live Idol Versi,Carrie Underwood,PHM0508,14
Inside Your Heaven (Studio Version,Carrie Underwood,PHM0509,5
Inside Your Heaven (Studio Version,Carrie Underwood (Vocal),PHM0509,14
Insomnia,Faithless,SF081,13
Instant Karma,John Lennon,ZKH06,10
Instant Karma (We All Shine On),John Lennon,SC8518,8
Instinct,Crowded House,SFGD020,11
Instinction,Spandau Ballet,SFPL004,5
Interesting Drug,Morrissey,ZPA083,11
Intergalactic,Beastie Boys,SC8894,7
Intermission,Scissor Sisters,ZPA120,6
International Harvester,Craig Morgan,SC9013,9
International Love,Pitbull Chris Brown,SFKK67,12
International Love (Clean Version),Pitbull Feat Chris Brown,SF305,16
Interstate Love Song,Stone Temple Pilots,SGB0014,8
Interstate Love Songs,Stone Temple Pilots,SC8140,15
Into The Great Wide Open,Tom Petty,SGB0034,1
Into The Great Wide Open,Tom Petty And The Heartbreake,SFMW907,2
Into The Groove,Madonna,ZPA100,6
Into The Mystic,Van Morrison,SC8689,15
Into The Night,Benny Mardones,SC8447,13
Into The Night,Santana And Chad Kroeger,SC9014,3
Into The Night,Santana And Chad Kroeger (Voc,PHM0712,15
Into The Night,Santana Feat Chad Kroeger,SFKK20,4
Into The Ocean,Blue October,PHM0703,6
Into The Ocean,Blue October (Vocal),PHM0703,15
Into The Valley,Skids,SF109,12
Into Your Arms,Lemonheads,SFMW915,10
Intuition,Jewel,ZPA032,1
Intuition,Jewel (Vocal),PHM0307,10
Invincible,Crossfade,THMR0610,11
Invincible,Crossfade (Vocal),THMR0610,2
Invincible,Pat Benatar,SC8443,5
Invincible,Tinie Tempah Ft Kelly Rowland,SFKK58,14
Invincible,Tinie Tempah-feat -kelly Rowl,SF299,9
Invisible,Ashlee Simpson,THM2006,--
Invisible,Clay Aiken,PHM0401,9
Invisible,Clay Aiken (Vocal),PHM0401,18
Invisible Man,98 Degrees,SC8389,3
Invisible Touch,Genesis,PI030,6
Invitation To The Blues,Ray Price,SC8419,14
Io Che Non,Connie Francis,LEG231,10
Iris,Goo Goo Dolls,SFMW846,2
Iris,Ronan Keating,EZH058,13
Iris City Of Angels,Goo Goo Dolls,SC8639,4
Irish Blood English Heart,Morrissey,SFMW852,5
Irish Washerwoman,Irish,AH8019,4
Iron Fist,Iron Maiden,SFMW892,4
Iron Lion Zion,Bob Marley,SFWS017,4
Iron Man,Black Sabbath,SFMW926,1
Ironic,Alanis Morissette,ZLP04,1
Ironic,Morissette Alanis,SPC002,5
Irreplaceable,Beyonce,SFKK13,3
Irreplaceable,Jessica Mauboy,SFKK62,12
Irresistable,Corrs,SFTP01,8
Irresistable,Jessica Simpson,LEG196,12
Irresistible,Cathy Dennis,SC8266,10
Irresistible,Jessica Simpson,TT034,10
Irresistible,Jessica Simpson (Vocal),PHM0107,10
Irresistible You,Ty England,SC8311,6
Is Anybody Going To San Antone,Charlie Pride,TT043,9
Is Anybody Home,Our Lady Peace,SC8595,6
Is It Any Wonder,Keane,THM2006,--
Is It Cold In Here,Joe Diffie,CBE10-05,11
Is It Cold In Here Or Is It You,Joe Diffie,PI205,13
Is It Just Me,Darkness,SF241,6
Is It Love,Mr Mister,LC003,10
Is It Love You're After,Rose Royce,SF107,1
Is It My Body,Alice Cooper,SGB0025,16
Is It Over Yet,Wynonna Judd,SC8278,12
Is It Raining At Your House,Vern Gosdin,SC8728,14
Is It Really Over,Jim Reeves,SC8579,15
Is It Still Over,Randy Travis,SC8183,4
Is It True,Brenda Lee,ZPA054,12
Is She Really Going Out With Him,Joe Jackson,SFMW821,12
Is Somebody Going To San Antone,Standard,SAVA003,17
Is That A Tear,Tracy Lawrence,SC8307,5
Is That All There Is,Peggy Lee,PS1356,16
Is That All There Is,Peggy Lee (Vocal),PS1356,6
Is That Love,Squeeze,ZPA092,11
Is That So Wrong,Julianne Hough,CB60447,4
Is There A Ghost,Band Of Horses,SC9016,3
Is There Life After Love,Shania Twain,SC8446,10
Is There Life Out There,Reba Mcentire,SC8269,2
Is There Something I Should Know,Duran Duran,ZLP08,11
Is This Love,Alison Moyet,SFGD057,13
Is This Love,Bob Marley,SFWS017,5
Is This Love,Whitesnake,ZPA086,8
Is This The Way Life's Meant To Be,Electric Light Orchestra,SFMW906,14
Is This The Way To Amarillo,Tony Christie,ZKH10,17
Is This The Way To The World Cup,Tony Christie,EZH056,14
Is Vic There,Department S,SFMW905,14
Is You Or Is You Ain't,B B King,LEG206,11
Island Girl,Elton John,SC8666,12
Island In The Sun,Harry Belafonte,LEG136,5
Island In The Sun,Weezer,PHM0110,2
Island In The Sun,Weezer (Vocal),PHM0110,11
Island Of Dreams,Seekers,ZPA038,6
Island Of Dreams,Springfields,SF083,12
Islands In The Stream,Comic Relief,SF278,16
Islands In The Stream,Kenny Rogers And Dolly Parton,SF014,7
Isle Of Innisfree,Daniel O'donnell,ZKH11,6
Isn't It A Pity,George Harrison,SFMW904,5
Is'nt It Time,Babys,SC8456,11
Isn't She Lovely,Stevie Wonder,SFHH05-5,6
Israelites,Desmond Decker,PX010,6
Israelites,Desmond Dekker And The Aces,SF087,3
Issues,Saturdays,EKI33,2
Istanbul (Not Constantinople),They Might Be Giants,SC8669,1
It Ain't Cool To Be Crazy About You,George Strait,SC8483,15
It Ain't Easy,David Bowie,SFMW838,3
It Ain't Easy Bein' Easy,Janie Fricke,CBE10-03,12
It Ain't Easy Being Green,Kermit The Frog,LEGBR04,14
It Aint Me Babe,Johnny Cash,SFWS036,14
It Ain't Me Babe,Bob Dylan,LEG224,11
It Ain't Me Babe,Turtles,LC004,11
It Ain't Nothin',Keith Whitley,SC8414,12
It Ain't Over 'til It's Over,Lenny Kravitz,SC8433,15
It Ain't Over Till It's Over,Lenny Kravitz,DKK070,1
It Ain't What You Do It's The Way T,Bananarama And Fun Boy Three,ZPA059,1
It Came Upon A Midnight Clear,Standard,SC2019,2
It Can't Come Quickly Enough,Scissor Sisters,ZPA069,14
It Couldn't Have Been Any Better,Johnny Duncan,SC7569,8
It Could've Been So Good,Collin Raye,SC8278,9
It Do Feel Good,Donna Fargo,SC8564,5
It Doesn't Get Any Countrier Then T,Tim Mcgraw,PS1219,17
It Doesn't Get Any Countrier Then T,Tim Mcgraw (Vocal),PS1219,7
It Doesn't Matter,Alison Krauss,SFPL021,6
It Doesn't Matter Anymore,Buddy Holly,ZPA042,6
It Doesn't Really Matter,George Michael,PS1224,11
It Doesn't Really Matter,George Michael (Vocal),PS1224,4
It Don't Come Easy,Ringo Starr,SFMW818,7
It Don't Feel Like Sinnin' To Me,Kendalls,SC8529,15
It Don't Matter To Me,Bread,SC7535-V2,2
It Don't Matter To The Sun,Garth Brooks,SC8566,1
It Don't Matter To The Sun,Garth Brooks As Chris Gaines,SGB0029,1
It Don't Mean A Thing,Standard,PI303,9
It Don't Mean A Thing (If It Ain't,Eva Cassidy,ZPA033,8
It Ends Tonight,All American Rejects,THM2006,--
It Feels So Good,Sonique,SGB0038,10
It Feels So Good,Sonique (Vocal),PHM0002,16
It Girl,Jason Derulo,SFKK62,3
It Had Better Be Tonight,Michael Buble,SFID003,9
It Had To Be You,Harry Connick Jnr,SPC031,15
It Had To Be You,Harry Jr Connick,LEG198,12
It Had To Be You,Ray Charles,LEG209,13
It Had To Be You,Rod Stewart,LEG182,15
It Had To Be You,Vic Damone,LEGBL035,14
It Happened In Monterey,Frank Sinatra,PS1388,13
It Happened In Monterey,Frank Sinatra (Vocal),PS1388,4
It Happens,Sugarland,QH309,4
It Hurt So Bad,Susan Tedeschi,SC8675,3
It Hurts Like Hell,Waiting To Exhale,PS1206,14
It Hurts Like Hell,Waiting To Exhale (Vocal),PS1206,6
It Hurts Me Too,Susan Tedeschi,SC9001,6
It Hurts To Be In Love,Gene Pitney,ZPA004,4
It Is No Secret,Mark Collie,SC8123,14
It Is What It Is,Highwaymen,SC8171,11
It Isn't Enough,Anthony Newley,LEG133,12
It Just Comes Natural,George Strait,SC9004,7
It Just Comes Naturally,George Strait,CBE09-06,11
It Just Don't Feel Like Xmas (Witho,Rihanna,CBE10-25,13
It Keeps You Runnin',Doobie Brothers,SC8207,1
It Makes Me Ill,N Sync,TT032,16
It Makes Me Wonder,Maroon 5,EZH063,10
It Matters To Me,Faith Hill,SGB0036,16
It Might As Well Be Spring,Dick Haymes,SC8249,1
It Might As Well Be Spring,Popular,DKK065,14
It Might As Well Be Spring,Sarah Vaughn,LEG016,12
It Might As Well Rain Until Septemb,Carole King,SAVP028,3
It Might Be You,Stephen Bishop,PI032,6
It Might Be You (Theme From Tootsie,Stephen Bishop,SC8627,8
It Must Be Him,Vikki Carr,SF085,12
It Must Be Love,Alan Jackson,SC8619,6
It Must Be Love,Don Williams,SC8442,13
It Must Be Love,Highway 101 And Paulette Carl,SC8285,10
It Must Be Love,Madness,SFGD006,2
It Must Be Love,Ty Herndon,SC8480,5
It Must Have Been Love,Roxette,SF002,8
It Must've Been Love,Roxette,SGB0058,11
It Never Rains In Southern Californ,Albert Hammond,SC8420,8
It Only Hurts When I Cry,Dwight Yoakam,PI215,9
It Only Takes A Minute,Take That,ZPA093,1
It Only Takes A Minute,Tavares,DKG034,4
It Should Have Been Me,Yvonne Fair,LGK008,6
It Started All Over Again,Frank Sinatra,PS1050,13
It Started All Over Again,Frank Sinatra (Vocal),PS1050,3
It Started With A Kiss,Hot Chocolate,EK026,8
It Sure Is Monday,Mark Chesnutt,SC8200,13
It Takes A Little Rain (To Make Lov,Oak Ridge Boys,SC8517,8
It Takes A Woman,Hello Dolly,LEGBR10,12
It Takes More,Ms Dynamite,SF193,11
It Takes Two,Gaye And Weston,SF018,11
It Takes Two,Kim Weston,DKK080,12
It Takes Two,Marvin Gaye And Kim Weston,SFGD024,10
It Takes Two,Marvin Gaye And Tammy Terrel,LEG166,10
It Takes Two,Rob Base,SC8892,13
It Takes Two,Rob Base And Dj E'z Rock,DKK088,15
It Turns Me Inside Out,Lee Greenwood,SC8398,14
It Was,Chely Wright,SC8570,4
It Was A Very Good Year,Frank Sinatra,TT029,8
It Was A Very Good Year,Robbie Williams And Frank,SFGD015,3
It Was Almost Like A Song,Ronnie Milsap,DKK050,17
It Was Always So Easy (To Find An U,Moe Bandy,SC8525,8
It Wasn't God Who Made Honky Tonk,Kitty Wells,DKK094,6
It Wasn't God Who Made Honky Tonk A,Kitty Wells,TT043,10
It Wasn't Me,Shaggy,TT026,9
It Wasn't Me,Shaggy (Vocal),PHM0102,16
It Will Rain,Bruno Mars,SFKK64,13
It Won't Be Like This For Long,Darius Rucker,CBE10-09,16
It Won't Be Long,Beatles,MM6059,4
It Won't Be Me,Tanya Tucker,SC8217,5
It Won't Be Over You,Steve Wariner,SC8260,9
It Won't Be The Last,Billy Ray Cyrus,SC8291,6
It Works,Alabama,SC8239,11
It Would Be You,Gary Allan,SC8444,13
It Would Take A Strong Strong Man,Rick Astley,JV0044,3
It Wouldn't Hurt To Have Wings,Mark Chesnutt,SC8232,8
It+s Just That Way,Alan Jackson,SFKK49,14
Itch,Vitamin C,SC8654,12
Itch,Vitamin C (Vocal),PHM0101,16
Itchycoo Park,Small Faces,ZPA094,2
It'll Be Me,Cliff Richard,ZPA056,6
It'll Be Me,Exile,SC7568,12
It's A Beautiful Thing,Ocean Color Scene,SF119,13
It's A Beautiful Thing,Paul Brandt,SC8570,15
It's A Cheating Situation,Moe Bandy,SC8262,13
It's A Great Day To Be A Guy,Cledus T Judd,SC8769,15
It's A Great Day To Be Alive,Travis Tritt,TT039,6
It's A Hard Knock Life,Annie Get Your Gun,LEGBR04,3
It's A Hard Life,Queen,BS8017,12
It's A Heartache,Bonnie Tyler,SFMW804,12
It's A Kind Of Magic,Queen,LEG188,12
It's A Little Too Late,Mark Chesnutt,SC8328,7
It's A Little Too Late,Tanya Tucker,SC8180,7
It's A Long Way To The Top,Ac Dc,SFMW879,3
It's A Love Thing,Keith Urban,SC8566,3
It's A Love Thing,Whispers,SF011,5
It's A Mad Mad World,Tom Glaser,SAVP036,3
It's A Man's Man's Man's World,James Brown,LEG148,8
It's A Man's Man's World,James Brown,SFMW807,8
It's A Miracle,Barry Manilow,SFMW836,2
It's A Miracle,Culture Club,ZPA085,12
It's A Mistake,Men At Work,SC8571,13
It's A Mystery,Toyah,SF113,2
It's A Shame,Spinners,SC8755,4
It's A Sin,Elvis Presley,SFID004,8
It's A Sin,Pet Shop Boys,ZGY87,10
It's A Sin To Tell A Lie,Jazz Standard,JV0018,8
It's A Sin To Tell A Lie,Tony Bennett,SAVP008,2
It's A Sunshine Day,Brady Bunch,SC8620,3
It's About Time,Jamie Cullum,ZPA074,12
It's About Time,Julie Reeves,SC8528,3
It's About Time,Lillix,PHM0306,7
It's About Time,Lillix (Vocal),PHM0306,16
It's Alive,Sound Effects,TT069,27
It's All About The Benjamins(Remix),Puff Daddy The Family Not,SC8612,8
It's All About You (Not About Me),Tracie Spencer,SC3155,1
It's All Been Done,Barenaked Ladies,SC8640,7
It's All Coming Back To Me Now,Celine Dion,TT050,7
It's All Coming Back To Me Now,Celine Dion (Vocal),PS1229,2
It's All Coming Back To Me Now,Meatloaf,SF248,9
It's All In The Game,Cliff Richard,EK049,3
It's All In The Game,Tommy Edwards,SGB0037,2
It's All In Your Head,Diamond Rio,SC8328,3
It's All Over Now,Rolling Stone,LEG120,4
It's All Over Now,Rolling Stones,ZPA055,4
It's All Over Now Baby Blue,Bob Dylan,SFMW869,3
It's All Right,Impressions,SC7566,12
It's All Wrong But It's All Right,Dolly Parton,SC8529,7
It's All Your Fault,Claudia Church,SC8566,15
It's Alright,Candlebox,SC8481,12
It's Alright,East 17,SFGD027,11
It's Alright Baby's Coming Back,Eurythmics,SFMW896,9
It's Alright To Be A Redneck,Alan Jackson,SC8665,15
It's Alright With Me,Ella Fitzgerald,LEG201,9
It's Alright With Me,Frank Sinatra,MM6068,9
It's Always Something,Joe Diffie,SC8602,6
It's America,Rodney Atkins,CBE10-09,6
It's Been A Great Afternoon,Merle Haggard,JV0071,4
It's Been A While,Staind,TT059,12
It's Been Awhile,Staind,SGB0065,8
It's Been So Long,George Mccr',SFMW802,15
It's Been So Long Darling,Ernest Tubb,SC8682,15
It's Been You Right Down The Line,Gerry Rafferty,SC8535,9
It's Beginning To Look A Lot Like C,Christmas,TT066,12
It's Beginning To Look A Lot Like C,Dean Martin,SFMW918,17
It's Beginning To Look A Lot Like C,Standard,SC8475,1
It's Chico Time,Chico,EZH054,11
It's Complicated,Day To Remember,PHM1202,4
It's Complicated,Day To Remember (Vocal),PHM1202,13
It's Different For Girls,Joe Jackson,SF105,3
It's Ecstacy When You Lay Down Next,Barry White,LEG018,6
It's Five O'clock Somewhere,Alan Jackson And Jimmy Buffet,SPC022,3
It's Four In The Morning,Faron Young,SC8276,14
It's Friday Night,Darkness,EZH029,2
It's Getting Better,Oasis,LEG019,5
It's Goin' Down,Yung Joc,THM2006,--
It's Going To Take Some Time,Carpenters,SFGD043,13
It's Gonna Be,Norah Jones,PHM1008,9
It's Gonna Be,Norah Jones (Vocal),PHM1008,18
It's Gonna Be A Cold Cold Christmas,Dana,SFMW918,18
It's Gonna Be Me,N Sync,TT032,10
It's Gonna Be Me,N Sync (Vocal),PHM0006,12
It's Gonna Take A Miracle,Deniece Williams,SC8492,9
It's Good News Week,Hedge Hoppers Anonymous,SF086,7
It's Good To Be King,Tom Petty,PI045,7
It's Good To Be Me,Caryl Mack Parker,SC8388,9
It's Good To Be Us,Bucky Covington,SC9017,6
It's Hard To Be Humble,Mac Davis,SC8541,14
It's Hard To Say Goodbye,Paul Anka And Celine Dion,SC8523,8
It's Impossible,Perry Como,SC8288,7
It's In The Way That You Use It,Eric Clapton,SC8715,1
It's Just A Matter Of Time,Brook Benton,SC8196,15
It's Just A Matter Of Time,Randy Travis,SC8161,1
It's Late,Ricky Nelson,ZPA064,3
It's Late,Shakin' Stevens,ZPA113,11
It's Like That,Mariah Carey,SFKK02,10
It's Like That Run Dmc Versus,Jason Nevins,SF119,16
It's Like We Never Said Goodbye,Crystal Gayle,SC8401,9
It's Lonely Out There,Pam Tillis,SC8294,14
It's Me,Alice Cooper,SC8238,11
It's My Life,Animals,ZPA094,10
It's My Life,Bon Jovi,TT070,6
It's My Life,Bon Jovi (Vocal),PHM0008,14
It's My Life,No Doubt,LEG223,8
It's My Life,Talk Talk,SFMW904,3
It's My Life (Acoustic),Bon Jovi,LGK003,10
It's My Party,Dave Stewart And Barbara Gask,SF105,9
It's My Party,Lesley Gore,SPC036,3
It's My Party,Leslie Gore,SC7502,10
It's My Time,Martina Mcbride,SC8677,12
It's My Turn,Diana Ross,SC8417,12
It's My Turn,Sound Effects,TT069,28
It's Never Easy To Say Goodbye,Wynonna Judd,SC8291,1
It's Nice To Go Traveling,Frank Sinatra,MM6085,3
It's No Crime,Babyface,CBE10-19,17
It's No Good,Depeche Mode,SFGD037,4
It's No Secret,Kylie Minogue,LEG192,15
It's Not About Blame,Holly Dunn,SC8211,9
It's Not Fair,Lily Allen,EKI37,2
It's Not For Me To Say,Johnny Mathis,SC8651,10
It's Not For Me To Say,Johnny Mathis (Vocal),PS1236,4
It's Not Love (But It's Not Bad),Merle Haggard,SC8421,9
It's Not My Cross To Bear,Allman Brothers,SC8675,1
It's Not My Time,3 Doors Down,PHM0806,7
It's Not My Time,3 Doors Down (Vocal),PHM0806,16
It's Not Over,Daughtry,PHM0702,4
It's Not Over,Daughtry (Vocal),PHM0702,13
It's Not Over,Mark Chesnutt,SC8432,3
It's Not Right But It's Ok,Whitney Houston,US02,6
It's Not That Easy,Jamelia,SF247,9
It's Not The End Of The World,Emilio,SC8224,15
It's Not Unusual,Darius,SFGD018,5
It's Not Unusual,Tom Jones,ZPA013,1
It's Not Your Fault,New Found Glory,PHM0612,5
It's Not Your Fault,New Found Glory (Vocal),PHM0612,14
It's Now Or Never,Elvis Presley,ZPA001,7
It's Oh So Quiet,Bjork,FIK014,4
It's Oh So Quite,Bjork,LEGBL002,13
It's Ok,Atomic Kitten,SF192,2
It's Ok,Cee Lo Green,SF299,6
It's Ok!,Atomic Kitten,SFPL003,3
It's Okay,Atomic Kitten,SFTP3-03,14
It's One Of Those Nights (Yes Love),Partridge Family,ZPA084,4
It's Only A Paper Moon,Nat King Cole,KH023,15
It's Only Love,Beatles,ZKH03,3
It's Only Love,Bryan Adams,SC8482,3
It's Only Make Believe,Billy Fury,ZPA020,10
It's Only Make Believe,Conway Twitty,SPC032,22
It's Only Make Believe,Glen Campbell,DKK002,8
It's Only Natural,Crowded House,SFGD020,10
It's Only Over For You,Tanya Tucker,SC8426,14
It's Only Rock And Roll,Rolling Stones,SFWS014,9
It's Only Rock And Roll,Standard,FIK004,10
It's Only Us,Robbie Williams,SFWS002,6
It's Over,Boz Scaggs,LEG243,14
It's Over,Elvis Presley,SFGD052,13
It's Over,Level 42,SF110,13
It's Over,Roy Orbison,ZPA037,6
It's Over,Roy Orbsion,SFWS009,6
It's Over Now,112,SC8672,15
It's Over Now,Deborah Cox,SC8531,10
It's Probaly Me,Sting,SFMW839,13
It's Raining,Darts,SFMW907,6
It's Raining,Shakin' Stevens,ZPA081,13
It's Raining Again,Supertramp,ZPA088,6
It's Raining It's Pouring,Childrens,PI307,4
It's Raining Men,Geri Halliwell,ZLP03,8
It's Raining Men,Weather Girls,SF106,3
It's Raining On Prom Night,Grease,ZPA060,9
It's Sad To Belong,Dan England And J Ford Coley,SC7564,10
It's Sad To Belong,Dan England And John Ford Col,RC6903,12
It's Saturday,Marcy Playground,SC8581,12
It's So Easy,Buddy Holly,ZPA042,2
It's So Easy,Linda Ronstadt,SC7525,5
It's So Easy,Sheryl Crow And Don Henley,SC8762,3
It's Still Rock And Roll To Me,Billy Joel,ZPA097,5
It's Such A Pretty World Today,Wynn Stewart,SC8428,15
It's Such A Small World,Rodney Crowell And R Cash,SC8511,2
It's The End Of The World As We Kno,R E M,SFGD054,8
It's The Little Things,Sonny James,SC7558,14
It's The Same Old Song,Four Tops,SC8110,2
It's The Way You Make Me Feel,Steps,TT074,19
It's Time,Winans,SC2045,5
It's Time To Cry,Paul Anka,SC8521,14
It's Too Late,Carole King,SC7503,13
It's Too Late,Carole King (Vocal),PS1274,3
It's Too Late,Gloria Estefan,SC8195,6
It's Too Late To Worry,Jo Dee Messina,THM2006,--
It's True,Backstreet Boys,PHM0011,1
It's True,Backstreet Boys (Vocal),PHM0011,10
It's Up To You,Ricky Nelson,SC8521,3
It's Up To You,Tuesdays,SC8453,6
It's Working,Mgmt,PHM1010,6
It's Working,Mgmt (Vocal),PHM1010,15
It's Written In The Stars,Paul Weller,EZH016,10
It's You,Urban Mystic,THM2006,--
It's You Again,Exile,DKK073,17
It's You Again,Skip Ewing,SC8567,10
It's Your Body,Johnny Gill And R Troutman,SC8476,14
It's Your Call,Reba Mcentire,SC8101,3
It's Your Life,Smokie,ZPA009,4
It's Your Love,Tim Mcgraw,SC8382,5
It's Your Love,Tim Mcgraw (W/ Faith Hill),CBSE1,--
It's Your Love,Tim Mcgraw And Faith Hill,SC7595,6
It's Your Song,Garth Brooks,SC8498,6
It's Your Thing,Isley Brothers,SC8513,3
Its's A Long Why There,Little River Band,LEG243,8
Itsy Bitsy Teeny Weeny Yellow Polka,Bombalurina,SFGD047,5
Itsy Bitsy Teeny Weeny Yellow Polka,Brian Hyland,SC8222,1
Itsy Bitsy Teeny Weeny Yellow Polka,Ray Price,JV0058,10
Itsy Bitsy Teeny Weeny Yellow Polka,Timmy Mallet,SFGD025,13
I've Already Loved You In My Mind,Conway Twitty,SC8525,1
I've Always Been Crazy,Waylon Jennings,SC8342,10
I've Been Around Enough To Know,John Schneider,SC7555,8
I've Been Everywhere,Hank Snow,SC8491,6
I've Been Lonely Too Long,Rascals,SC8526,8
I've Been Lookin',Nitty Gritty Dirt Band,SC8541,3
I've Been Searching So Long,Chicago,CBE10-16,3
I've Been Thinking About You,London Beat,SF004,9
I've Been Working On The Railroad,Childrens,PR9041,8
I've Been Working On The Railroad,Standard,DKK096,16
I've Been Wrong Before,Deborah Allen,SC8697,2
I've Come To Expect It From You,George Strait,SC8493,15
I've Cried (The Blues Right Out Of,Crystal Gayle,SC8401,15
I've Cried My Last Tear For You,Ricky Van Shelton,SC8217,8
I've Cried My Last Tear For You,Ricky Var Shelton,DKK058,7
I've Done Everything For You,Rick Springfield,ZPA110,4
I've Dreamed Of You,Barbra Streisand,SC3153,1
I've Fallen In Love With You,Joss Stone,ZPA062,7
I've Forgotten How You Feel,Sonya Isaacs,SC8590,8
I've Got A Crush On You,Linda Ronstadt,PI304,8
I've Got A Feeling I'm Falling,Ain't Misbehavin',MM6023,14
I've Got A Gal In Kalamazoo,Glenn Miller,PI303,18
I've Got A Life,Eurythmics,EZH051,11
I've Got A Lovely Bunch Of Coconuts,Standard,DKK045,17
I've Got A New Heartache,Ray Price,SC7558,9
I've Got A Picture Of Us On My Mind,Loretta Lynn,SC8642,8
I've Got A Right To Cry,Mandy Barnett,SC8543,3
I've Got A Rock And Roll Heart,Eric Clapton,SC8580,15
I've Got A Tiger By The Tail,Buck Owens,MM6094,12
I've Got A Woman,Ray Charles,SFMW932,11
I've Got Friends That Do,Tim Mcgraw,THM2006,--
I've Got It Bad And That Ain't Good,Frank Sinatra,PS1388,12
I've Got It Bad And That Ain't Good,Frank Sinatra (Vocal),PS1388,3
I've Got It Made,John Anderson,SC8133,5
I've Got Love On My Mind,Natalie Cole,SC8427,15
I've Got Mine,Glenn Frey,SC8270,5
I've Got Rhythm,Girl Crazy,LEGBR10,14
I've Got Rhythmn,Ella Fitzgerald,EK024,3
I've Got Rock N' Roll Heart,Eric Clapton,PI043,1
I've Got So Much To Give,Barry White,PS1293,13
I've Got So Much To Give,Barry White (Vocal),PS1293,5
I've Got The Music In Me,Kiki Dee,SGB0058,14
I've Got The Music In Me,Kiki Dee Band,SC8391,15
I've Got The World On A String,Frank Sinatra,TT029,9
I've Got The World On A String,Frank Sinatra And Liza Minell,MM6053,15
I've Got The World On A String,Wayne Newton,LEG133,11
I've Got To See You Again,Norah Jones,ZPA018,9
I've Got To Use My Imagination,Gladys Knight,DKG040,10
I've Got You,Marc Anthony,SC8768,7
I've Got You Under My Skin,Frank Sinatra,TT029,10
I've Got You Under My Skin,Frank Sinatra And Bono,MM6053,2
I've Got You Under My Skin,Michael Buble,ZPA124,7
