ARTIST,SONG,MF CODE,TRACK
Alan Jackson,I'll Go On Loving You,SC8480,03
Alan Jackson,I'll Try,SC8239,05
Alan Jackson,It Must Be Love,SC8619,06
Alan Jackson,It's Alright To Be A Redneck,SC8665,15
Alan Jackson,It's Just That Way,SFKK49,14
Alan Jackson,Job Description,SC8236,04
Alan Jackson,Let It Be Christmas,SC8990,10
Alan Jackson,Like Red On A Rose,THM2006,--
Alan Jackson,Little Bitty,SC8341,05
Alan Jackson,Little Man,SC8546,11
Alan Jackson,Livin' On Love,TT044,03
Alan Jackson,Love's Got A Hold On You,SC8234,02
Alan Jackson,Mercury Blues,SC8105,03
Alan Jackson,Midnight In Montgomery,SC8135,07
Alan Jackson,Monday Morning Church,BH0305,16
Alan Jackson,Must've Had A Ball,SC8358,07
Alan Jackson,Pop A Top,SGB0029,04
Alan Jackson,Remember When,SC8903,05
Alan Jackson,Right On The Money,SC8496,03
Alan Jackson,She's Got The Rhythm (And I Got The,SC8137,08
Alan Jackson,Sissy's Song,CBE10-08,05
Alan Jackson,Small Town Southern Man,SC9011,15
Alan Jackson,Someday,SC8219,05
Alan Jackson,Someday When Things Are Good,CB90003,06
Alan Jackson,Song For The Life,SC8159,12
Alan Jackson,Summertime Blues,TT045,14
Alan Jackson,Talkin' Song Repair Blues,SC8923,08
Alan Jackson,Tall Tall Trees,SC8211,13
Alan Jackson,Tequila Sunrise,CB90003,14
Alan Jackson,There Goes,SC8384,05
Alan Jackson,Tonight I Climbed The Wall,SC8137,01
Alan Jackson,Too Much Of A Good Thing,BH0304,01
Alan Jackson,Tropical Depression,SC8296,02
Alan Jackson,Usa Today,SC8936,12
Alan Jackson,Walk On The Rocks,SC8351,13
Alan Jackson,Wanted,SC8215,11
Alan Jackson,When Love Comes Around,SC8753,15
Alan Jackson,When Somebody Loves You,TT039,15
Alan Jackson,Where I Come From,TT072,16
Alan Jackson,Where Were You (When The World Stop,SC8798,08
Alan Jackson,Who Says You Can't Have It All,PS1221,19
Alan Jackson,Who's Cheatin' Who,SC8376,15
Alan Jackson,Woman's Love,SC8996,15
Alan Jackson,Work In Progress,SC8769,09
Alan Jackson,Www Memory,TT046,12
Alan Jackson,You Can't Give Up On Love,SC8137,15
Alan Jackson,You Can't Have It All,SC8112,15
Alan Jackson And Alison Kraus,Angels Cried,CB20205,08
Alan Jackson And George Strai,Designated Drinker,SC8745,13
Alan Jackson And Jimmy Buffet,It's Five O'clock Somewhere,SPC022,03
Alan O'day,Undercover Angel,SC8292,10
Alan Parsons Project,Don't Answer Me,SC8687,11
Alan Parsons Project,Eye In The Sky,SC8573,14
Alan Parsons Project,Games People Play,SC7563,14
Alan Parsons Project,Time (Flowing Like A River),RC6903,04
Alan Price,Hi Lililhi Lo,SF099,03
Alan Price,House That Jack Built,SF100,08
Alan Price,Simon Smith And His Amazing Dancing,SFMW846,10
Alana Davis,32 Flavors,SC8440,06
Alana Davis,Crazy,SC8469,11
Alanis Morissette,All I Really Want,SC8220,14
Alanis Morissette,Crazy,THM2006,--
Alanis Morissette,Crazy (James Michael Mix),SC8957,02
Alanis Morissette,Everything,SFMW852,15
Alanis Morissette,Forgiven,SGB0008,15
Alanis Morissette,Hand In My Pocket,SPC024,16
Alanis Morissette,Hand In My Pocket (Acoustic Version,SC8934,08
Alanis Morissette,Hand In Pocket,SC8209,07
Alanis Morissette,Hands Clean,SPC017,15
Alanis Morissette,Head Over Feet,SC8312,09
Alanis Morissette,I See Right Through You,SFMW834,08
Alanis Morissette,Ironic,ZLP04,01
Alanis Morissette,Joining You,SF132,13
Alanis Morissette,Mary Jane,HD002,04
Alanis Morissette,Not The Doctor,SFMW840,11
Alanis Morissette,Right Through You,PHM9702,04
Alanis Morissette,So Pure,SGB0030,14
Alanis Morissette,Thank U,SF126,10
Alanis Morissette,Thank You,SGB0008,07
Alanis Morissette,That I Would Be Good,SF154,12
Alanis Morissette,Underneath,SF268,12
Alanis Morissette,Uninvited,SGB0006,13
Alanis Morissette,Unsent,US02,09
Alanis Morissette,You Learn,SGB0021,09
Alanis Morissette,You Oughta Know,SPC002,04
Alanis Morissette,You Oughtta Know,SPC024,14
Alanis Morrisette,That I Would Be Good,PHM0002,08
Alannah Miles,Black Velvet,SC7514,05
Alannah Myles,Black Velvet,ZLP02,10
Alarm,68 Guns,SFMW889,03
Albert Collins,Brick,HD006B,11
Albert Collins,Hit Her With A Brick,AH8023,10
Albert Hammond,Free Electric Band,SFMW866,13
Albert Hammond,It Never Rains In Southern Californ,SC8420,08
Albert King,Born Under A Bad Sign,SFMW881,14
Albert King,Call My Job,SGB0027,10
Albert King,Cross Cut Saw,RB012,13
Albert King,Good Time Charlie,SGB0027,03
Albert King,Laundromat Blues,RB011,11
Alcazar,Crying At The Discoteque,SF187,10
Alda,Girls Night Out,SF130,03
Alda,Real Good Time,SF124,02
Aldo Nova,Fantasy,SC8516,12
Alecia Elliott,I'm Diggin' It,SC8570,03
Alecia Elliott,You Wanna What,SC8653,13
Alejandro Fernandez,Loco,SC2203,06
Alejandro Fernandez,Si He Sabido Amor,SC2223,05
Alejandro Sanz,Cuando Nadie Me Ve,SC2284,02
Alesha,Lipstick,THM2006,--
Alesha Dixon,Boy Does Nothing,ZPP05-2,10
Alesha Dixon,Breathe Slow,ZPP06-1,01
Alesha Dixon,Do It Our Way (Play),ZPP12-1,08
Alesha Dixon,Drummer Boy,SF296,12
Alesha Dixon,Let's Get Excited,SF279,09
Alesha Dixon,To Love Again,SFMW919,09
Alesha Dixon Ft Jay Sean,Every Little Part Of Me,SFKK61,15
Alex Cartana,Hey Papi,SF218,14
Alex Clare,Too Close,SFKK71,12
Alex Day,Forever Yours,ZPP12-1,12
Alex Gaudino,Destination Calabria,SFKK17,13
Alex Gaudino Feat Crystal Wat,Destination Calabria,SF254,07
Alex Gaudino Feat Kelly Rowla,What A Feeling,ZPP11-2,17
Alex Lloyd,Never Meant To Fail,SFKK05,11
Alex Parkes,Cry,KK028,02
Alex Parks,Cry,SF215,08
Alex Parks,Looking For Water,SFMW872,12
Alex Parks,Maybe That's What It Takes,SF212,05
Alex Party,Don't Give Me Your Life,SF019,09
Alexander O'neal,Criticize,SFMW842,14
Alexander O'neal,If You Were Here Tonight,SFMW845,12
Alexander Rybak,Fairytale,SF280,06
Alexandra Burke,All Night Long (Solo Female),ZPP09-1,02
Alexandra Burke,Bad Boys,MRTCH01,08
Alexandra Burke,Bad Boys (Female Solo),ZPP07-1,03
Alexandra Burke,Broken Heels,ZPP08-1,04
Alexandra Burke,Elephant,ZPP13-1,11
Alexandra Burke,Hallelujah,ZPP06-1,05
Alexandra Burke,Let It Go,SFKK70,12
Alexandra Burke,Silence,ZPP08-2,05
Alexandra Burke,Start Without You,ZPP10-2,12
Alexandra Burke And Flo Rida,Bad Boys,SFKK40,14
Alexandra Burke Feat Erick Mo,Elephant,SF314,15
Alexandra Burke Feat Flo Rida,Bad Boys,SF284,02
Alexandra Burke Feat Pitbull,All Night Long,SF292,03
Alexandra Stan,Get Back,SF311,06
Alexandra Stan,Mr Saxobeat,ZPP11-2,03
Alexei Sayle,Ullo John Got A New Motor,SFMW846,12
Alexis Jordan,Good Girl,ZPP11-1,10
Alexis Jordan,Happiness,SF298,06
Alexis Jordan,Hush Hush,SF303,08
Alfonzo Hunter,Weekend Thang,SC8460,09
Ali Campbell,That Look In Your Eye,SF039,06
Ali G And Shaggy,Julie,SF190,12
Alias,More Than Words Can Say,SC9002,07
Alice Cooper,Ballad Of Dwight Fry,SGB0009,14
Alice Cooper,Be My Lover,SGB0009,11
Alice Cooper,Billion Dollar Babies,SGB0009,08
Alice Cooper,Dead Babies,SGB0009,15
Alice Cooper,Desperado,SGB0009,06
Alice Cooper,Elected,SC8734,11
Alice Cooper,Feed My Frankenstein,SGB0009,09
Alice Cooper,Generation Landslide,SGB0009,04
Alice Cooper,Hello Hooray,SGB0009,13
Alice Cooper,Hey Stoopid,SFMW897,13
Alice Cooper,I Love The Dead,SGB0028,08
Alice Cooper,I Never Cry,SGB0009,07
Alice Cooper,I'm Eighteen,US03,16
Alice Cooper,Is It My Body,SGB0025,16
Alice Cooper,It's Me,SC8238,11
Alice Cooper,No More Mr Nice Guy,SF024,07
Alice Cooper,Only Women Bleed,SC8650,02
Alice Cooper,Poison,SF160,07
Alice Cooper,Raped And Freezing,SGB0009,05
Alice Cooper,School's Out,US04,13
Alice Cooper,Sick Things,SGB0009,12
Alice Cooper,Some Folks,SGB0009,10
Alice Cooper,Under My Wheels,SGB0009,03
Alice Cooper,Welcome To My Nightmare,SGB0028,15
Alice Cooper,You And Me,SC8734,12
Alice Deejay,Better Off Alone,SF148,01
Alice Deejay,I Want You Back In My Life,SFMW838,12
Alice In Chains,Again,SC8286,04
Alice In Chains,Check My Brain,SF285,01
Alice In Chains,No Excuses,SFMW877,01
Alice In Chains,Rooster,SFMW899,15
Alice In Chains,Your Decision,SF289,07
Alicia Bridges,I Love The Nightlife,SFID010,07
Alicia Keys,Brand New Me,SF324,08
Alicia Keys,Butterflyz,LEG194,08
Alicia Keys,Diary,LEG194,10
Alicia Keys,Doesn't Mean Anything,ZPP08-1,06
Alicia Keys,Empire State Of Mind (Part 2),ZPP09-1,08
Alicia Keys,Fallin',TT061,05
Alicia Keys,Girl On Fire,ZPP14-1,10
Alicia Keys,Girlfriend,LEG194,11
Alicia Keys,How Come You Don't Call Me,SF194,06
Alicia Keys,If I Ain't Got You,SPC024,10
Alicia Keys,If I Was Your Woman,THM2006,--
Alicia Keys,Jane Doe,SC8752,05
Alicia Keys,Karma,SPC037,09
Alicia Keys,Like You'll Never See Me Again,SFKK23,09
Alicia Keys,Loving You,LEG194,07
Alicia Keys,No One,SFMW896,13
Alicia Keys,Piano And I,LEG194,05
Alicia Keys,Superwoman,SFKK28,14
Alicia Keys,Teenage Love Affair,PHM0807,04
Alicia Keys,Try Sleeping With A Broken Heart,SF292,09
Alicia Keys,Unbreakable (Mtv Live),PHMU0511,05
Alicia Keys,Unbreakable (Unplugged Version),SC8994,06
Alicia Keys,Unthinkable (I'm Ready),SF294,06
Alicia Keys,Wait 'till You See My Smile,SFMW932,09
Alicia Keys,Woman's Worth,SF190,09
Alicia Keys,You Don't Know My Name,SF212,11
Alicia Keys And Jack White,Another Way To Die,SFKK30,12
Alicia Keys And Nicki Minaj,Girl On Fire (Inferno Version),ASK1302B,10
Alicia Keys Feat Beyonce,Put It In A Love Song,CB5139-02,14
Alien Ant Farm,Movies,SF188,14
Alien Ant Farm,Smooth Criminal,TT075,15
Alisha's Attic,I Am I Feel,SF061,03
Alisha's Attic,Incidentals,SF126,08
Alison Krauss,Baby Mine,SC8930,04
Alison Krauss,Every Time You Say Goodbye,SC8911,03
Alison Krauss,Forget About It,SC8911,10
Alison Krauss,Ghost In This House,TT038,19
Alison Krauss,I Give You To His Heart,SC8498,14
Alison Krauss,It Doesn't Matter,SFPL021,06
Alison Krauss,Lucky One,TT071,16
Alison Krauss,Maybe,SC8911,07
Alison Krauss,New Fool,SC8911,04
Alison Krauss,Oh Atlanta,SC8224,12
Alison Krauss,Simple Love,SC9013,05
Alison Krauss,Sitting In The Window Of My Room,SC8774,09
Alison Krauss,When You Say Nothing At All,SPC025,16
Alison Krauss And Gillian Wel,I'll Fly Away,SC8693,11
Alison Krauss And Gillian Wel,I'll Fly Away (High Harmony),TT064,08
Alison Krauss And Gillian Wel,I'll Fly Away (Low Harmony),TT064,07
Alison Krauss And James Taylo,Find My Way Back To My Heart,SC8911,02
Alison Krauss And James Taylo,How's The World Treating You,SC8911,15
Alison Krauss And James Taylo,Let Me Touch You For A While,SC8911,14
Alison Krauss And James Taylo,Lucky One,SC8911,13
Alison Krauss And James Taylo,Oh Atlanta,SC8911,06
Alison Krauss And James Taylo,Restless,SC8911,12
Alison Krauss And James Taylo,Two Highways,SC8911,11
Alison Krauss And James Taylo,When You Say Nothing At All,SC8911,08
Alison Krauss And Robert Pla,Gone Gone Gone (Done Moved On),SC9015,08
Alison Krauss And The Union S,Lucky One,SC8723,05
Alison Krauss And Union Stati,Baby Now That I've Found You,SC8194,09
Alison Krauss And Union Stati,Find My Way Back To My Heart,SC8504,08
Alison Krauss And Union Stati,If I Didn't Know Any Better,SC8982,02
Alison Krauss And Union Stati,Let Me Touch You For A While,SC8745,01
Alison Krauss And Union Stati,Lucky One,CBE10-05,13
Alison Krauss And Union Stati,When You Say Nothing At All,SFMW917,10
Alison Limerick,Where Love Lives,SF061,12
Alison Moyet,All Cried Out,SFMW820,09
Alison Moyet,Invisible,SF057,01
Alison Moyet,Is This Love,SFGD057,13
Alison Moyet,Love Insurrection,SFMW814,09
Alison Moyet,Love Letters,SFMW820,10
Alison Moyet,That Old Devil Called Love,SFMW820,07
Alison Moyet,Weak In The Presence Of Beauty,SF110,12
Alison Moyet,Week In The Presence Of Beauty,SFGD057,14
Alison Moyet,When I Was Your Girl,SF328,11
Alistair Griffen,You And Me Tonight,SF216,11
Alithia And Donna,Up Town Top Ranking,SF141,04
All 4 One,I Can Love You Like That,SC8187,02
All 4 One,I Swear,SFMW916,13
All 4 One,I Will Be Right Here,SC8569,10
All 4 One,She's Got Skillz,PI040,01
All About Eve,Martha's Harbour,SFMW888,09
All About She,Higher (Free),SF335,15
All American Rejects,Dirty Little Secret,SC8993,06
All American Rejects,Future Has Arrived,CB5108-03,12
All American Rejects,Gives You Hell,SFKK32,03
All American Rejects,I Wanna,PHM0911,04
All American Rejects,It Ends Tonight,THM2006,--
All American Rejects,Move Along,SC8966,05
All American Rejects,Swing Swing,CBE09-23,07
All American Rejects,Wind Blows,PHM0907,03
All Saints,All Hooked Up,SFTP04,02
All Saints,Black Coffee,SFTP04,15
All Saints,Bootie Call,SFPL001,04
All Saints,Chick Fit,SFPL001,05
All Saints,I Know Where It's At,SFPL001,01
All Saints,Never Ever,SFPL001,02
All Saints,Pure Shores,ZLP04,15
All Saints,Rock Steady,SFPL002,05
All Saints,Rocksteady,STTW3058,11
All Saints,Under The Bridge,SFPL001,03
All Saints,War Of Nerves,SFPL002,04
All Seeing Eye,First Man In Space,SF148,14
All Star Tribute,What's Goin On,PHM0201,02
All Star Tribute,What's Goin' On,PHM0201-V2,02
All Time Low,Damned If I Do Ya (Damned If I Don',PHM0909,06
All Time Low,Dear Maria Count Me In,SFMW931,04
All-4-one,I Swear,ZLP09,10
All-american Reject,Gives You Hell,CBE10-21,17
Allan Sherman,Crazy Downtown,SC8707,02
Allan Sherman,Hello Muddah Hello Faddah,LG01,03
Allan Sherman,Hello Muddah Hello Fadduh,SC8544,08
Allison Moorer,Alabama Song,SC8496,14
Allison Moorer,Send Down An Angel,SC8623,06
Allison Moorer,Soft Place To Fall,SC8528,11
Allison Moorer,Think It Over,SC8677,01
Allman Brothers,Ain't Wastin' Time No More,US03,10
Allman Brothers,Crazy Love,SC8479,12
Allman Brothers,Hoochie Coochie Man,LEG045,09
Allman Brothers,It's Not My Cross To Bear,SC8675,01
Allman Brothers,Melissa,SGB0016,01
Allman Brothers,Midnight Rider,SC8449,02
Allman Brothers,No One To Run With,SC8146,14
Allman Brothers,One Way Out,SGB0016,09
Allman Brothers,Please Call Home,SC8594,14
Allman Brothers,Ramblin Man,SPC008,08
Allman Brothers,Ramblin' Man,SPC033,08
Allman Brothers,Statesboro Blues,SC8327,05
Allman Brothers,Stormy Monday Blues,DKG023,18
Allman Brothers,Whipping Post,SC8146,05
Allman Brothers Band,Ain't Wastin' Time No More,SC8922,01
Allman Brothers Band,Blue Sky,SC8922,02
Allman Brothers Band,Ramblin' Man,PI009,14
Allman Brothers Band,Southbound,SC8922,04
Allure,All Cried Out,PHM9709,06
Allure,Last Chance,PHM9803,09
Alma Cogan,Dream Boat,EK050,10
Alma Cogan,Dreamboat,SF063,14
Alma Cogan,Hernando's Hideaway,STTW3058,02
Aloe Blacc,I Need A Dolla,SF304,08
Aloe Blacc,I Need A Dollar,ZPP11-1,12
Aloe Blacc,Loving You Is Killing Me,SF306,15
Alpha Rev,Sing Loud,PHM1304,15
Alphabeat,10000 Nights,SF268,09
Alphabeat,Boyfriend,SF270,12
Alphabeat,Fascination,ZPP04-1,14
Alphaville,Big In Japan,SF037,04
Alphaville,Forever Young,SC8678,09
Alsou,Before You Love Me,SF179,10
Altered Images,Happy Birthday,SF113,07
Altiyan Childs,Somewhere In The World,SFKK53,15
Alunageorge,Attracting Flies,SF327,11
Alvin And The Chipmunks,Chipmunk Song,TT066,03
Alvin Stardust,Jealous Mind,SF101,12
Alvin Stardust,My Coo Ca Choo,SF024,06
Alvin Stardust,Pretend,SFMW818,04
Aly And Aj,Rush,THM2006,--
Alyssa Reid And Jump Smokers,Alone Again,SF313,01
Alyssa Reid Feat Jump Smokers,Alone Again (Duet),ZPP13-1,02
Alyssa Reid Feat Jump Smokers,Alone Again (Solo Female),ZPP13-1,03
Alyze Elyse Celinski,Oooh,THM2006,--
Amanda,Everybody Doesn't,PHM0108,04
Amanda Groove,I See You Baby,SGB0047,05
Amanda Marshall,Birmingham,SC8325,03
Amanda Marshall,This Could Take All Night,US03,17
Amanda Perez,Angel,SPC019,10
Amanda Perez,Never,PHM0310,09
Amazing Rhythm Aces,Third Rate Romance,CB5036-02R,08
Amazulu,Too Good To Be Forgotten,SF076,08
Amber,Just Like That (Ballad Version),THM2006,--
Amber,Sexual (La Da Di),PHM9910,08
Amber,Sexual (Li Da Di),SC8069,08
Amber,This Is Your Night,SC8337,14
Amber Benson,Under Your Spell,SFPL021,02
Amber Lawrence,Good Girl,SFKK43,11
Amber Lawrence,Wrecking Ball,SFKK42,07
Amboy Dukes,Journey To The Center Of The Mind,TT069,05
Ambrosia,Biggest Part Of Me,SC8201,14
Ambrosia,Holdin' On To Yesterday,SC8644,14
Ambrosia,How Much I Feel,SC8583,13
Ambrosia,You're The Only Woman,SC8580,07
Amelia,Big Big World,SF130,07
Amelia Lily,Party Over,SF326,02
Amelia Lily,Shut Up (And Give Me Whatever You'v,SF322,07
Amelia Lily,You Bring Me Joy,ZPP14-2,20
Amen Corner,Bend Me Shape Me,SF065,15
Amen Corner,If Paradise Is Half As Nice,SF070,01
Ameria,Take Control,EZH064,02
America,Daisy Jane,SC7562,10
America,From A Moving Train,SC8487,08
America,Horse With No Name,SF051,07
America,I Need You,SC8231,04
America,Lonely People,SC8197,13
America,Sandman,SC8583,12
America,Sister Golden Hair,SC7509,13
America,Tin Man,SC7535,12
America,Ventura Highway,SC8227,09
America,You Can Do Magic,SAVP025,13
American Breed,Bend Me Shape Me,SGB0044,04
American Hi Fi,Another Perfect Day,PHM0110,07
American Hi Fi,Flavor Of The Weak,TT059,06
American Hi Fi,Geeks Get The Girls,SC8949,02
Amerie,1 Thing,SFKK04,10
Amerie,Gotta Work,SF258,08
Amerie,Heard 'em All,CB5139-02,08
Amerie,One Thing,SF232,03
Amerie,Take Control,MRH038,05
Amerie,Talkin' About,PHMU0511,07
Amerie,Talkin' To Me,CBE08-25,14
Amerie,Touch,SF234,03
Amerie,Why Don't We Fall In Love,SC8778,13
Amerie,Why R U,CB5139-03,12
Amerie And Trey Songz,Pretty Brown,CB5144-03,10
Amerie Ftg Trey Songz,Pretty Brown,CB30124,11
Ames Bros,Hawaiian War Chant,SAVP030,17
Ami Stewart,Knock On Wood,SFMW827,07
Amie Comeaux,Moving Out,SC8306,10
Amos Lee,Windows Are Rolled Down,PHM1108,06
Amy Grant,Angels,SC2045,04
Amy Grant,Baby Baby,SF002,15
Amy Grant,Believe,THM2006,--
Amy Grant,Big Yellow Taxi,SF027,14
Amy Grant,Good For Me,SC8266,03
Amy Grant,I Will Be Your Friend,SC8661,09
Amy Grant,Like I Love You,SC8453,02
Amy Grant,Lucky One,SC8132,09
Amy Grant,Take A Little Time,PHM9710,01
Amy Grant,Takes A Little Time,SC8661,07
Amy Grant,Things We Do For Love,SC8277,01
Amy Grant And Vince Gill,House Of Love,SF039,11
Amy Macdonald,Don't Tell Me That It's Over,SF290,09
Amy Macdonald,Mr Rock And Roll,SFMW899,07
Amy Macdonald,Poison Prince,SF268,08
Amy Macdonald,Run,EZH069,15
Amy Macdonald,This Is The Life,SFMW898,03
Amy Mcdonald,Mr Rock And Roll,ZPP04-2,04
Amy Mcdonald,Poison Prince,SFPL023,13
Amy Mcdonald,This Is The Life,ZPP04-2,10
Amy Meredith,Lying,SFKK44,11
Amy Meredith,Porn Star,SFKK40,07
Amy Pearson,Ready To Fly,SFKK26,11
Amy Studt,All I Wanna Do,SF214,07
Amy Studt,Just A Little Girl,SF194,07
Amy Studt,Misfit,SF207,03
Amy Studt,Under The Thumb,SF209,15
Amy Winehouse,Back To Black,ZPP04-1,04
Amy Winehouse,Between The Cheats,ZPP12-1,01
Amy Winehouse,Love Is A Losing Game,SFPL023,05
Amy Winehouse,Our Day Will Come,ZPP12-2,06
Amy Winehouse,Rehab,ZPP04-2,06
Amy Winehouse,Tears Dry On Their Own,SFPL023,04
Amy Winehouse,You Know I'm No Good,SF251,13
Amy Winehouse And Mark Ronson,Valerie,ZPP04-2,11
Ana Johnsson,We Are,SF221,08
Anastacia,Boom,KK013,03
Anastacia,Cowboys And Kisses,SF177,01
Anastacia,Heavey On My Heart,MRH018,02
Anastacia,Heavy In My Heart,SF227,11
Anastacia,Heavy On My Heart,SFKK01,06
Anastacia,I'm Outta Love,ZLP04,10
Anastacia,In Your Eyes,STTW3033,03
Anastacia,Left Outside Alone,ZPP01-1,14
Anastacia,Made For Lovin' You,SF182,11
Anastacia,Not That Kind,SF175,01
Anastacia,One Day In Your Life,SF188,15
Anastacia,Paid My Dues,SF186,06
Anastacia,Pieces Of A Dream,SF239,15
Anastacia,Sick And Tired,SF220,05
Anastacia,Welcome To My Truth,SF224,02
Anastacia,Why'd You Lie To Me,SF195,16
Anberlin,Paperthin Hymn,PHM0604,08
Andre Crouch,Soon And Very Soon,PI025,10
Andrea Boccelli And Celine Di,Prayer,LEG166,14
Andrea True Connection,More More More,SF168,11
Andreas Johnson,Games We Play,SF161,05
Andreas Johnson,Glorious,SF159,03
Andrew Gold,Lonely Boy,SC8314,11
Andrew Gold,Never Let Her Slip Away,SFMW808,05
Andrew Gold,Thank You For Being A Friend,SC8939,08
Andrew Gold,Thank You For Being A Friend (Golde,SFMW903,07
Andrew Sisters,Lullaby Of Broadway,EK024,06
Andrew W K,Party Hard,SC8758,14
Andrews Sisters,Alexander's Ragtime Band,SC8124,14
Andrews Sisters,Be Mir Bist Du Schon,SAVP006,18
Andrews Sisters,Beer Barrel Polka,SC8109,02
Andrews Sisters,Bei Mir Bist Du Schoen,KH019,13
Andrews Sisters,Boogie Woogie Bugle Boy,ZPA089,08
Andrews Sisters,Don't Sit Under The Apple Tree,SC7538,07
Andrews Sisters,Don't Sit Under The Apple Tree (Wit,ZPA089,09
Andrews Sisters,Lullaby Of Broadway,SC8031,03
Andrews Sisters,Sing Sing Sing,SAVP006,19
Andrews Sisters,Woodpecker Song,SAVP036,12
Androids,Do It With Madonna,SF205,02
Andy Abraham,Hang Up,EZH055,11
Andy Childs,Broken,SC8306,04
Andy Gibb,An Everlasting Love,ZPA045,11
Andy Gibb,Andy Gibb Medley,ZPA028,13
Andy Gibb,Desire,JV0048,06
Andy Gibb,Don't Throw It All Away (Our Love),JV0048,05
Andy Gibb,Everlasting Love,PI055,09
Andy Gibb,Flowing Rivers,ZPA045,12
Andy Gibb,I Just Want To Be Your Everything,ZPA028,08
Andy Gibb,Love Is Thicker Than Water,SC8650,01
Andy Gibb,Our Love Don't Throw It All Away,ZPA028,07
Andy Gibb,Shadow Dancing,ZPA028,11
Andy Gibb And Olivia Newton J,I Can't Help It,JV0048,07
Andy Grammar,Fine By Me,PHM1202,02
Andy Grammer,Keep Your Head Up,PHM1109,02
Andy Griggs,20 Little Angels,ASK1301B,01
Andy Griggs,How Cool Is That,TT063,08
Andy Griggs,If Heaven,SC8907,12
Andy Griggs,I'll Go Crazy,SC3152,06
Andy Griggs,She's More,SC8584,12
Andy Griggs,Tonight I Wanna Be Your Man,SC8748,01
Andy Griggs,Waitin' On Sundown,SC8646,02
Andy Griggs,You Made Me That Way,SC8646,13
Andy Griggs,You Won't Ever Be Lonely,SC3120,08
Andy Kim,Rock Me Gently,ZLP07,12
Andy Williams,Almost There,SF094,01
